id,lighting,distance,side,rotation,trial,time,frame,annotation,confidence,filename
c05,Lr,D60,Sl24,Rl,07,1,11, right, 0.48,c05_Lr_D60_Sl24_Rl_07_1.txt
c05,Lr,D60,Sl24,Rl,07,1,12, away, 0.53,c05_Lr_D60_Sl24_Rl_07_1.txt
c05,Lr,D60,Sl24,Rl,07,2,4, right, 0.52,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,5, right, 0.83,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,6, right, 0.67,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,7, right, 0.89,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,8, right, 0.82,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,9, right, 0.80,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,10, right, 0.76,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,11, right, 0.91,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,12, right, 0.48,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,07,2,13, right, 0.68,c05_Lr_D60_Sl24_Rl_07_2.txt
c05,Lr,D60,Sl24,Rl,08,1,4, right, 0.52,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,5, right, 0.76,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,6, left, 0.66,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,7, right, 0.49,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,8, left, 0.73,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,9, right, 0.82,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,10, left, 0.64,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,11, right, 0.61,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,12, right, 0.52,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,1,13, right, 0.70,c05_Lr_D60_Sl24_Rl_08_1.txt
c05,Lr,D60,Sl24,Rl,08,2,4, away, 0.57,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,5, away, 0.56,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,6, right, 0.59,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,7, away, 0.58,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,8, away, 0.49,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,9, right, 0.65,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,10, right, 0.71,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,11, right, 0.78,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,12, right, 0.51,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,08,2,13, right, 0.60,c05_Lr_D60_Sl24_Rl_08_2.txt
c05,Lr,D60,Sl24,Rl,09,1,4, right, 0.68,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,5, right, 0.92,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,6, right, 0.49,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,7, right, 0.92,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,8, right, 0.80,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,9, right, 0.92,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,10, right, 0.73,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,11, right, 0.94,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,12, right, 0.92,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,1,13, right, 0.97,c05_Lr_D60_Sl24_Rl_09_1.txt
c05,Lr,D60,Sl24,Rl,09,2,4, away, 0.44,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,09,2,5, away, 0.57,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,09,2,6, right, 0.71,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,09,2,7, right, 0.57,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,09,2,8, right, 0.75,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,09,2,9, away, 0.46,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,09,2,10, right, 0.47,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,09,2,11, away, 0.51,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,09,2,12, away, 0.71,c05_Lr_D60_Sl24_Rl_09_2.txt
c05,Lr,D60,Sl24,Rl,10,1,4, right, 0.62,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,5, right, 0.69,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,6, right, 0.65,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,7, right, 0.66,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,8, right, 0.72,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,9, away, 0.47,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,10, right, 0.85,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,11, right, 0.49,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,12, right, 0.80,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,1,13, right, 0.54,c05_Lr_D60_Sl24_Rl_10_1.txt
c05,Lr,D60,Sl24,Rl,10,2,4, away, 0.59,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,5, away, 0.55,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,6, right, 0.61,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,7, away, 0.80,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,8, right, 0.56,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,9, away, 0.80,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,10, away, 0.53,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,11, away, 0.66,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,12, away, 0.47,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rl,10,2,13, away, 0.67,c05_Lr_D60_Sl24_Rl_10_2.txt
c05,Lr,D60,Sl24,Rr,01,1,4, left, 0.87,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,5, left, 0.71,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,6, left, 0.95,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,7, left, 0.81,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,8, left, 0.96,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,9, left, 0.85,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,10, left, 0.97,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,11, left, 0.93,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,12, left, 0.97,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,1,13, left, 0.90,c05_Lr_D60_Sl24_Rr_01_1.txt
c05,Lr,D60,Sl24,Rr,01,2,4, left, 0.87,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,5, left, 0.78,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,6, left, 0.82,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,7, left, 0.81,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,8, left, 0.83,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,9, left, 0.61,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,10, left, 0.90,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,11, left, 0.70,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,12, left, 0.85,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,01,2,13, left, 0.78,c05_Lr_D60_Sl24_Rr_01_2.txt
c05,Lr,D60,Sl24,Rr,02,1,4, left, 0.98,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,5, left, 0.95,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,6, left, 0.99,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,7, left, 0.97,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,8, left, 0.98,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,9, left, 0.95,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,10, left, 0.98,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,11, left, 0.94,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,12, left, 0.95,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,1,13, left, 0.93,c05_Lr_D60_Sl24_Rr_02_1.txt
c05,Lr,D60,Sl24,Rr,02,2,4, right, 0.48,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,02,2,5, left, 0.87,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,02,2,6, right, 0.62,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,02,2,7, left, 0.73,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,02,2,8, right, 0.74,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,02,2,9, left, 0.84,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,02,2,10, right, 0.82,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,02,2,11, left, 0.61,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,02,2,12, right, 0.85,c05_Lr_D60_Sl24_Rr_02_2.txt
c05,Lr,D60,Sl24,Rr,03,1,4, left, 0.99,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,5, left, 0.97,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,6, left, 0.99,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,7, left, 0.95,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,8, left, 0.99,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,9, left, 0.98,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,10, left, 0.99,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,11, left, 0.99,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,12, left, 0.99,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,1,13, left, 0.99,c05_Lr_D60_Sl24_Rr_03_1.txt
c05,Lr,D60,Sl24,Rr,03,2,4, left, 0.80,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,5, right, 0.47,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,6, left, 0.67,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,7, left, 0.48,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,8, left, 0.65,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,9, left, 0.53,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,10, left, 0.56,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,11, left, 0.83,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,12, left, 0.50,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,03,2,13, left, 0.91,c05_Lr_D60_Sl24_Rr_03_2.txt
c05,Lr,D60,Sl24,Rr,04,1,4, left, 0.98,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,1,5, left, 0.98,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,1,6, left, 0.97,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,1,7, left, 0.98,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,1,8, left, 0.98,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,1,9, left, 0.99,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,1,10, left, 0.99,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,1,11, left, 0.99,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,1,12, left, 0.99,c05_Lr_D60_Sl24_Rr_04_1.txt
c05,Lr,D60,Sl24,Rr,04,2,4, left, 0.92,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,5, left, 0.98,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,6, left, 0.94,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,7, left, 0.99,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,8, left, 0.92,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,9, left, 0.98,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,10, left, 0.98,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,11, left, 0.98,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,12, left, 0.98,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,04,2,13, left, 0.99,c05_Lr_D60_Sl24_Rr_04_2.txt
c05,Lr,D60,Sl24,Rr,05,1,4, left, 0.80,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,5, left, 0.55,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,6, left, 0.92,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,7, left, 0.70,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,8, left, 0.80,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,9, left, 0.79,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,10, left, 0.87,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,11, left, 0.79,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,12, left, 0.88,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,1,13, left, 0.83,c05_Lr_D60_Sl24_Rr_05_1.txt
c05,Lr,D60,Sl24,Rr,05,2,4, left, 0.61,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,5, left, 0.53,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,6, left, 0.56,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,7, left, 0.66,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,8, away, 0.62,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,9, left, 0.72,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,10, left, 0.53,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,11, left, 0.82,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,12, left, 0.65,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,05,2,13, left, 0.91,c05_Lr_D60_Sl24_Rr_05_2.txt
c05,Lr,D60,Sl24,Rr,06,1,4, left, 0.98,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,5, left, 0.96,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,6, left, 0.98,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,7, left, 0.98,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,8, left, 0.99,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,9, left, 0.99,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,10, left, 0.99,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,11, left, 0.99,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,12, left, 0.99,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,1,13, left, 0.99,c05_Lr_D60_Sl24_Rr_06_1.txt
c05,Lr,D60,Sl24,Rr,06,2,4, left, 0.97,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,5, left, 0.98,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,6, left, 0.96,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,7, left, 0.98,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,8, left, 0.96,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,9, left, 0.98,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,10, left, 0.91,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,11, left, 0.97,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,12, left, 0.92,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,06,2,13, left, 0.91,c05_Lr_D60_Sl24_Rr_06_2.txt
c05,Lr,D60,Sl24,Rr,07,1,4, left, 0.85,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,1,5, left, 0.84,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,1,6, left, 0.88,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,1,7, left, 0.86,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,1,8, left, 0.94,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,1,9, left, 0.90,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,1,10, left, 0.89,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,1,11, left, 0.92,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,1,12, left, 0.93,c05_Lr_D60_Sl24_Rr_07_1.txt
c05,Lr,D60,Sl24,Rr,07,2,4, left, 0.82,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,5, left, 0.79,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,6, left, 0.66,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,7, left, 0.63,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,8, left, 0.65,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,9, left, 0.65,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,10, away, 0.62,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,11, left, 0.76,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,12, away, 0.68,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,07,2,13, left, 0.52,c05_Lr_D60_Sl24_Rr_07_2.txt
c05,Lr,D60,Sl24,Rr,08,1,4, left, 0.81,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,1,5, left, 0.95,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,1,6, left, 0.80,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,1,7, left, 0.96,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,1,8, left, 0.93,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,1,9, left, 0.95,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,1,10, left, 0.86,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,1,11, left, 0.94,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,1,12, left, 0.95,c05_Lr_D60_Sl24_Rr_08_1.txt
c05,Lr,D60,Sl24,Rr,08,2,4, left, 0.90,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,5, left, 0.79,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,6, left, 0.87,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,7, left, 0.74,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,8, left, 0.83,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,9, left, 0.78,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,10, left, 0.68,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,11, left, 0.62,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,12, left, 0.53,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,08,2,13, away, 0.53,c05_Lr_D60_Sl24_Rr_08_2.txt
c05,Lr,D60,Sl24,Rr,09,1,4, left, 0.88,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,1,5, left, 0.93,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,1,6, left, 0.90,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,1,7, left, 0.94,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,1,8, left, 0.98,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,1,9, left, 0.94,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,1,10, left, 0.99,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,1,11, left, 0.95,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,1,12, left, 0.99,c05_Lr_D60_Sl24_Rr_09_1.txt
c05,Lr,D60,Sl24,Rr,09,2,4, left, 0.85,c05_Lr_D60_Sl24_Rr_09_2.txt
c05,Lr,D60,Sl24,Rr,09,2,5, away, 0.76,c05_Lr_D60_Sl24_Rr_09_2.txt
c05,Lr,D60,Sl24,Rr,09,2,6, left, 0.79,c05_Lr_D60_Sl24_Rr_09_2.txt
c05,Lr,D60,Sl24,Rr,09,2,7, away, 0.65,c05_Lr_D60_Sl24_Rr_09_2.txt
